country_id,county,city,state,postal_code
21,Asotin,Clarkston,WA,99403
22,Asotin,Asotin,WA,99402
23,Atlantic,Egg Harbor Township,NJ,8234
24,Autauga,Prattville,AL,36067
25,Baltimore,Baltimore,MD,21230
26,Bannock,Pocatello,ID,83202
27,Beaufort,Okatie,SC,29909
28,Bell,Killeen,TX,76549
29,Benton,Richland,WA,99352
30,Benton,Kennewick,WA,99338
31,Benton,Prosser,WA,99350
32,Benton,West Richland,WA,99353
33,Benton,Benton City,WA,99320
34,Benton,Pros,WA,99350
35,Benton,Wrch,WA,99353
36,Benton,Rich,WA,99352
37,Benton,Bentonville,AR,72713
38,Benton,Plymouth,WA,99346
39,Benton,Paterson,WA,99345
40,Berkeley,Hanahan,SC,29410
41,Bexar,Jbsa Lackland,TX,78236
